customer_id,age,gender,region,plan_type,tenure_months,days_since_last_purchase,purchase_frequency,avg_order_value,total_spend,login_frequency_monthly,email_open_rate,pages_per_session,support_tickets,avg_resolution_days,complaints,churn,rfm_score,engagement_score,support_risk,gender_enc,region_enc,plan_type_enc,churn_probability,risk_tier
CUST0289,24,Male,South,Premium,44,62,8.2,54.34,1633.82,0.3,0.39,1.0,1,4.9,1,1,0.38211666666666666,0.13533333333333333,2.35,1,2,1,0.8844,High risk
CUST0290,33,Female,West,Basic,6,39,5.7,62.48,178.07,10.0,0.58,2.9,3,1.3,0,0,0.4218166666666667,0.37933333333333336,0.09285714285714286,0,3,0,0.0873,Low risk
CUST0291,43,Female,West,Standard,41,96,5.2,99.51,1767.96,2.1,0.22,4.6,0,0.8,0,1,0.25392499999999996,0.16233333333333333,0.05714285714285715,0,3,2,0.95,High risk
CUST0292,65,Female,North,Standard,16,58,2.6,92.84,321.85,11.5,0.27,6.1,0,2.9,0,1,0.32953333333333334,0.354,0.20714285714285713,0,1,2,0.8767,High risk
CUST0293,69,Male,South,Standard,4,116,4.7,100.09,156.81,14.1,0.4,7.4,0,0.5,1,1,0.17899166666666666,0.45366666666666666,2.0357142857142856,1,2,2,0.9167,High risk
CUST0294,66,Male,West,Basic,35,81,3.2,52.83,493.08,5.6,0.19,4.2,2,1.1,0,1,0.23002499999999998,0.2063333333333333,0.07857142857142858,1,3,0,0.9207,High risk
CUST0295,19,Male,West,Standard,48,99,1.0,79.25,317.0,5.5,0.02,5.1,3,0.9,0,1,0.1535416666666667,0.16566666666666666,0.0642857142857143,1,3,2,0.9549,High risk
CUST0296,18,Female,South,Standard,56,101,0.9,10.0,42.0,3.0,0.55,5.9,2,0.8,2,1,0.08741666666666667,0.2936666666666667,4.057142857142857,0,2,2,0.9724,High risk
CUST0297,65,Male,West,Standard,59,83,1.4,87.87,604.84,9.0,0.31,1.0,2,0.8,0,0,0.22105833333333336,0.2563333333333333,0.05714285714285715,1,3,2,0.2927,Low risk
CUST0298,29,Female,North,Standard,26,64,9.7,93.33,1961.49,16.3,0.3,2.0,1,0.5,0,0,0.43419166666666664,0.38833333333333336,0.03571428571428571,0,1,2,0.0401,Low risk
CUST0299,22,Female,South,Standard,57,44,3.2,64.45,979.64,7.5,0.26,4.2,2,0.5,0,0,0.3630416666666667,0.259,0.03571428571428571,0,2,2,0.1551,Low risk
CUST0300,54,Female,North,Premium,12,29,5.3,83.86,444.46,4.9,0.2,7.1,2,0.5,0,0,0.4659666666666667,0.23633333333333334,0.03571428571428571,0,1,1,0.2604,Low risk
CUST0301,49,Female,North,Basic,11,59,1.7,29.55,46.05,4.7,0.66,5.3,0,9.0,1,1,0.2577083333333333,0.347,2.642857142857143,0,1,0,0.903,High risk
CUST0302,26,Female,North,Premium,37,71,2.1,50.97,330.03,9.5,0.39,4.7,1,0.5,0,1,0.24255833333333332,0.33799999999999997,0.03571428571428571,0,1,1,0.5305,Medium risk
CUST0303,58,Female,North,Standard,25,92,0.5,97.96,102.04,3.9,0.16,3.5,0,0.5,1,1,0.18371666666666664,0.15966666666666668,2.0357142857142856,0,1,2,0.9936,High risk
CUST0304,52,Male,South,Basic,18,9,0.8,90.34,108.41,8.1,0.26,4.9,0,7.3,1,0,0.4592833333333334,0.2783333333333333,2.5214285714285714,1,2,0,0.1829,Low risk
CUST0305,36,Male,North,Basic,19,92,7.0,62.64,694.26,3.6,0.18,2.8,1,2.0,0,1,0.26803333333333335,0.15133333333333332,0.14285714285714285,1,1,0,0.9819,High risk
CUST0306,65,Female,North,Basic,23,6,3.5,99.34,666.41,0.3,0.16,2.4,3,1.2,0,1,0.5240333333333334,0.08499999999999999,0.08571428571428572,0,1,0,0.0813,Low risk
CUST0307,33,Female,West,Premium,55,29,1.6,79.15,580.43,2.4,0.2,2.6,5,0.5,0,0,0.3972916666666667,0.13466666666666668,0.03571428571428571,0,3,1,0.0872,Low risk
CUST0308,20,Male,South,Standard,38,58,6.5,59.87,1232.32,2.9,0.44,6.7,1,2.2,0,0,0.37030833333333335,0.26966666666666667,0.15714285714285717,1,2,2,0.0841,Low risk
CUST0309,37,Female,South,Premium,54,17,1.1,69.52,344.12,0.8,0.03,2.3,2,0.5,0,0,0.4205166666666667,0.053,0.03571428571428571,0,2,1,0.0589,Low risk
CUST0310,41,Female,East,Standard,18,16,14.9,61.34,1370.95,0.5,0.13,3.2,0,2.2,0,0,0.6585333333333334,0.09,0.15714285714285717,0,0,2,0.0252,Low risk
CUST0311,50,Male,South,Standard,26,87,1.7,39.49,145.45,3.8,0.48,4.9,2,7.7,1,1,0.17265833333333336,0.27266666666666667,2.55,1,2,2,0.9908,High risk
CUST0312,41,Female,South,Basic,6,95,1.6,112.7,90.16,0.4,0.35,2.2,2,1.5,0,1,0.20525000000000002,0.14100000000000001,0.10714285714285714,0,2,0,0.9897,High risk
CUST0313,69,Female,East,Basic,4,3,1.5,57.96,28.98,1.8,0.43,4.5,0,0.5,0,0,0.46455,0.219,0.03571428571428571,0,0,0,0.0098,Low risk
CUST0314,28,Female,South,Standard,44,21,0.5,50.03,91.72,6.8,0.52,4.5,0,2.0,0,0,0.3804416666666667,0.3293333333333333,0.14285714285714285,0,2,2,0.056,Low risk
CUST0315,66,Male,South,Basic,51,64,0.5,29.12,61.88,16.7,0.01,2.8,0,1.4,0,1,0.21968333333333334,0.31866666666666665,0.09999999999999999,1,2,0,0.8176,High risk
CUST0316,25,Male,South,Basic,29,90,4.2,10.0,101.5,6.3,0.29,3.5,0,1.5,0,1,0.18183333333333332,0.23866666666666667,0.10714285714285714,1,2,0,0.9821,High risk
CUST0317,53,Male,South,Standard,59,36,8.3,96.04,3919.23,24.5,0.34,2.1,4,1.3,0,0,0.5052833333333333,0.5383333333333333,0.09285714285714286,1,2,2,0.0138,Low risk
CUST0318,55,Female,East,Standard,34,106,6.3,98.81,1763.76,6.0,0.17,6.8,2,2.2,0,1,0.23925833333333335,0.2416666666666667,0.15714285714285717,0,0,2,0.9554,High risk
CUST0319,57,Female,South,Premium,17,101,0.6,110.79,94.17,1.7,0.38,4.5,0,1.7,0,1,0.16615833333333335,0.2023333333333333,0.12142857142857143,0,2,1,0.996,High risk
CUST0320,37,Male,South,Premium,43,117,3.2,70.53,808.74,5.6,0.12,1.9,3,8.7,1,1,0.124775,0.15466666666666667,2.6214285714285714,1,2,1,0.9847,High risk
CUST0321,52,Female,East,Standard,43,86,0.5,65.34,117.07,6.1,0.29,4.3,0,3.5,0,1,0.17653333333333335,0.246,0.25,0,0,2,0.9797,High risk
CUST0322,65,Female,West,Standard,53,62,0.5,59.77,131.99,2.3,0.32,4.3,2,0.6,3,1,0.2518916666666667,0.19166666666666668,6.042857142857143,0,3,2,0.9801,High risk
CUST0323,42,Female,North,Standard,16,42,4.3,62.5,358.33,0.1,0.32,1.0,1,2.6,1,1,0.3873333333333333,0.111,2.185714285714286,0,1,2,0.906,High risk
CUST0324,52,Female,West,Premium,2,76,3.1,108.59,56.1,6.1,0.26,6.7,1,0.5,1,1,0.2914083333333334,0.26899999999999996,2.0357142857142856,0,3,1,0.9757,High risk
CUST0325,42,Female,East,Basic,34,42,0.5,74.2,105.12,0.1,0.16,2.0,3,3.0,0,0,0.33058333333333334,0.07633333333333334,0.21428571428571427,0,0,0,0.837,High risk
CUST0326,46,Male,North,Standard,55,61,0.5,86.34,197.86,5.0,0.33,8.2,0,0.5,1,0,0.2773666666666667,0.2916666666666667,2.0357142857142856,1,1,2,0.268,Low risk
CUST0327,35,Female,East,Premium,8,13,18.3,61.74,753.23,0.9,0.38,5.6,2,1.3,0,0,0.7283666666666666,0.20366666666666666,0.09285714285714286,0,0,1,0.0018,Low risk
CUST0328,63,Male,East,Basic,13,11,0.5,114.63,62.09,4.2,0.16,1.7,1,3.1,0,1,0.4676083333333333,0.14066666666666666,0.22142857142857145,1,0,0,0.839,High risk
CUST0329,35,Female,South,Standard,42,54,2.4,17.86,150.02,3.5,0.2,3.4,2,0.7,0,1,0.27688333333333337,0.16366666666666668,0.049999999999999996,0,2,2,0.5307,Medium risk
CUST0330,19,Male,North,Standard,8,16,2.8,38.38,71.64,0.1,0.34,5.8,0,3.6,0,0,0.42765,0.181,0.2571428571428572,1,1,2,0.095,Low risk
CUST0331,52,Female,South,Basic,30,8,0.5,86.39,107.99,2.3,0.32,3.5,2,2.1,0,0,0.454075,0.181,0.15,0,2,0,0.1801,Low risk
CUST0332,33,Male,North,Basic,32,104,0.7,127.52,238.04,4.6,0.45,6.4,2,1.0,1,1,0.17185,0.29700000000000004,2.0714285714285716,1,1,0,0.965,High risk
CUST0333,58,Female,East,Basic,36,59,1.7,68.25,348.08,9.4,0.52,3.2,2,1.1,0,0,0.2899583333333333,0.35533333333333333,0.07857142857142858,0,0,0,0.11,Low risk
CUST0334,53,Male,East,Basic,47,57,5.7,49.73,1110.22,11.0,0.4,3.8,1,5.2,1,0,0.3511916666666667,0.354,2.3714285714285714,1,0,0,0.1107,Low risk
CUST0335,50,Female,West,Basic,30,40,2.8,105.02,735.14,3.3,0.36,5.9,0,0.5,0,1,0.40318333333333334,0.2416666666666667,0.03571428571428571,0,3,0,0.7721,High risk
CUST0336,21,Male,North,Premium,1,109,4.1,84.71,28.94,6.5,0.68,5.2,3,2.4,0,0,0.17900833333333332,0.3816666666666667,0.17142857142857143,1,1,1,0.2611,Low risk
CUST0337,50,Female,South,Basic,43,59,16.8,113.71,6845.34,1.9,0.18,2.1,0,2.5,0,0,0.5920916666666667,0.11366666666666667,0.17857142857142858,0,2,0,0.0157,Low risk
CUST0338,31,Male,West,Standard,39,2,5.8,36.29,684.07,2.1,0.25,4.9,0,5.1,0,0,0.525075,0.17533333333333334,0.36428571428571427,1,3,2,0.0792,Low risk
CUST0339,38,Male,West,Basic,17,94,2.3,111.35,362.82,1.1,0.37,4.3,2,2.5,2,1,0.21970833333333334,0.18666666666666668,4.178571428571429,1,3,0,0.9945,High risk
CUST0340,65,Female,West,Premium,59,94,2.4,28.55,336.89,4.1,0.04,2.2,0,1.8,0,1,0.1524583333333333,0.10966666666666666,0.1285714285714286,0,3,1,0.9757,High risk
CUST0341,37,Female,South,Basic,20,76,3.9,66.35,431.28,1.9,0.19,1.2,2,4.7,0,1,0.2702083333333334,0.10466666666666666,0.33571428571428574,0,2,0,0.9831,High risk
CUST0342,25,Male,West,Standard,24,10,4.4,87.38,768.94,0.4,0.03,1.0,1,3.5,0,0,0.5164833333333334,0.028999999999999998,0.25,1,3,2,0.1025,Low risk
CUST0343,24,Female,South,Premium,50,44,2.8,80.58,940.1,5.8,0.07,3.4,3,2.5,0,1,0.36948333333333333,0.163,0.17857142857142858,0,2,1,0.6915,Medium risk
CUST0344,20,Male,West,Premium,22,11,4.1,106.82,802.93,6.2,0.12,3.9,1,0.5,0,0,0.5241,0.19133333333333336,0.03571428571428571,1,3,1,0.0312,Low risk
CUST0345,34,Male,South,Basic,29,79,0.5,20.2,24.41,2.2,0.16,5.0,0,0.9,1,1,0.16225000000000003,0.15133333333333332,2.0642857142857145,1,2,0,0.9888,High risk
CUST0346,50,Male,East,Premium,22,80,2.2,79.23,319.56,0.4,0.24,5.6,6,2.0,0,1,0.23785833333333337,0.15333333333333332,0.14285714285714285,1,0,1,0.9709,High risk
CUST0347,65,Female,East,Standard,44,81,1.3,110.99,529.05,2.8,0.23,3.2,0,1.5,0,1,0.24524166666666664,0.15833333333333333,0.10714285714285714,0,0,2,0.9687,High risk
CUST0348,29,Male,East,Standard,9,90,0.6,76.78,34.55,2.9,0.22,3.8,0,0.8,0,1,0.17448333333333332,0.165,0.05714285714285715,1,0,2,0.877,High risk
CUST0349,68,Male,East,Basic,37,2,0.5,40.73,62.79,5.5,0.37,2.5,0,0.5,2,0,0.43602499999999994,0.236,4.035714285714286,1,0,0,0.0623,Low risk
CUST0350,39,Female,East,Basic,10,50,3.7,105.23,324.46,1.9,0.18,4.2,4,1.6,0,1,0.385775,0.14166666666666666,0.1142857142857143,0,0,0,0.8722,High risk
CUST0351,39,Female,West,Standard,36,12,3.0,55.55,499.95,5.7,0.22,5.9,1,0.7,3,1,0.4587916666666667,0.2396666666666667,6.05,0,3,2,0.8543,High risk
CUST0352,63,Female,West,Standard,37,115,1.2,50.27,186.0,10.3,0.32,4.2,2,0.5,0,1,0.07955833333333331,0.3236666666666667,0.03571428571428571,0,3,2,0.9807,High risk
CUST0353,47,Female,West,Standard,28,90,2.5,46.5,271.25,1.4,0.15,6.3,0,1.0,0,1,0.1825,0.15233333333333332,0.07142857142857142,0,3,2,0.9934,High risk
CUST0354,55,Male,South,Standard,28,23,2.7,69.04,434.95,19.3,0.13,5.9,3,3.1,0,0,0.4281166666666667,0.4393333333333333,0.22142857142857145,1,2,2,0.0607,Low risk
CUST0355,55,Male,South,Premium,42,18,0.9,80.49,253.54,2.4,0.17,6.9,1,1.3,1,1,0.422825,0.183,2.092857142857143,1,2,1,0.755,High risk
CUST0356,62,Male,South,Basic,43,62,4.2,36.93,555.8,1.6,0.56,4.3,0,0.5,0,1,0.2976083333333333,0.252,0.03571428571428571,1,2,0,0.8705,High risk
CUST0357,68,Male,South,Standard,21,96,6.1,43.09,459.99,2.7,0.29,2.9,1,0.5,0,1,0.2226583333333333,0.1706666666666667,0.03571428571428571,1,2,2,0.9595,High risk
CUST0358,25,Female,East,Basic,24,113,6.3,54.17,682.54,0.5,0.12,5.2,1,1.4,1,1,0.178725,0.11366666666666667,2.1,0,0,0,0.9806,High risk
CUST0359,44,Male,East,Premium,42,62,3.7,46.35,600.23,0.7,0.07,3.3,1,3.2,0,1,0.29670833333333335,0.07666666666666666,0.2285714285714286,1,0,1,0.9817,High risk
CUST0360,44,Male,East,Standard,40,38,2.9,76.1,735.63,2.7,0.35,5.2,1,2.1,0,0,0.38750000000000007,0.21933333333333332,0.15,1,0,2,0.1477,Low risk
CUST0361,51,Female,North,Premium,2,111,0.5,85.84,7.15,7.2,0.19,2.7,3,0.5,0,1,0.11028333333333332,0.213,0.03571428571428571,0,1,1,0.9675,High risk
CUST0362,38,Male,West,Basic,55,67,1.4,81.72,524.37,11.5,0.43,2.3,1,1.1,0,0,0.26926666666666665,0.35133333333333333,0.07857142857142858,1,3,0,0.0543,Low risk
CUST0363,47,Male,South,Basic,8,38,0.5,81.76,27.25,5.5,0.5,6.4,2,3.9,0,0,0.3502166666666667,0.32699999999999996,0.2785714285714286,1,2,0,0.1082,Low risk
CUST0364,50,Male,South,Basic,48,67,13.3,125.13,6656.92,0.6,0.26,2.0,1,0.5,1,0,0.5136916666666667,0.11466666666666667,2.0357142857142856,1,2,0,0.066,Low risk
CUST0365,45,Male,East,Basic,27,94,0.6,87.71,118.41,5.6,0.22,6.0,1,1.5,2,1,0.17025833333333334,0.23933333333333334,4.107142857142857,1,0,0,0.9797,High risk
CUST0366,64,Male,South,Basic,22,61,0.7,98.52,126.43,5.0,0.27,5.2,0,0.9,1,1,0.2910166666666667,0.2336666666666667,2.0642857142857145,1,2,0,0.9278,High risk
CUST0367,50,Male,South,Premium,37,1,8.8,62.56,1697.46,8.2,0.11,4.2,0,0.5,1,0,0.6028000000000001,0.22566666666666668,2.0357142857142856,1,2,1,0.0379,Low risk
CUST0368,22,Female,West,Basic,27,94,11.5,103.32,2673.4,8.7,0.19,1.0,0,0.5,2,0,0.37401666666666666,0.21533333333333332,4.035714285714286,0,3,0,0.7305,Medium risk
CUST0369,65,Female,East,Basic,57,45,5.8,61.13,1684.13,10.1,0.15,7.0,0,1.6,0,0,0.40244166666666664,0.30666666666666664,0.1142857142857143,0,0,0,0.0732,Low risk
CUST0370,36,Male,West,Premium,29,96,0.5,87.34,105.54,2.7,0.1,2.1,1,0.5,0,0,0.1615333333333333,0.10300000000000001,0.03571428571428571,1,3,1,0.9755,High risk
CUST0371,21,Male,North,Standard,3,28,0.5,33.86,4.23,6.0,0.09,5.9,0,0.5,0,1,0.3436333333333333,0.20566666666666666,0.03571428571428571,1,1,2,0.6261,Medium risk
CUST0372,52,Female,North,Premium,44,21,1.9,79.99,557.26,1.6,0.5,2.6,0,0.9,0,0,0.42990833333333334,0.21133333333333335,0.0642857142857143,0,1,1,0.0237,Low risk
CUST0373,66,Male,North,Basic,13,110,0.6,45.74,29.73,30.0,0.12,2.5,6,0.5,0,0,0.08195000000000002,0.5693333333333334,0.03571428571428571,1,1,0,0.1189,Low risk
CUST0374,34,Male,East,Standard,45,13,0.5,103.08,193.28,1.0,0.51,5.3,0,1.0,0,0,0.4513166666666667,0.24033333333333334,0.07142857142857142,1,0,2,0.0105,Low risk
CUST0375,61,Male,South,Basic,10,27,2.5,101.28,211.0,0.1,0.29,5.1,1,0.5,1,0,0.43815000000000004,0.15666666666666665,2.0357142857142856,1,2,0,0.1772,Low risk
CUST0376,45,Female,East,Basic,36,100,11.5,61.0,2104.5,0.8,0.3,1.7,2,0.9,0,1,0.31875,0.126,0.0642857142857143,0,0,0,0.4138,Medium risk
CUST0377,47,Male,East,Premium,9,7,1.6,136.49,163.79,7.5,0.15,6.9,0,3.1,0,0,0.5184083333333334,0.262,0.22142857142857145,1,0,1,0.0535,Low risk
CUST0378,46,Female,South,Basic,54,22,4.3,66.42,1285.23,3.0,0.27,3.6,1,2.0,1,0,0.45726666666666665,0.17900000000000002,2.142857142857143,0,2,0,0.1002,Low risk
CUST0379,63,Male,West,Standard,56,74,4.2,26.64,522.14,3.0,0.58,4.1,0,1.2,0,0,0.24903333333333333,0.2786666666666666,0.08571428571428572,1,3,2,0.2317,Low risk
CUST0380,23,Female,North,Standard,55,103,1.2,51.63,283.96,15.5,0.61,3.4,1,0.5,0,0,0.1206916666666667,0.4866666666666667,0.03571428571428571,0,1,2,0.1502,Low risk
CUST0381,52,Female,West,Basic,27,53,4.2,43.68,412.78,12.6,0.17,1.8,1,1.9,0,1,0.3332333333333333,0.28500000000000003,0.1357142857142857,0,3,0,0.8404,High risk
CUST0382,58,Male,North,Premium,34,79,1.0,86.39,244.77,1.9,0.12,5.5,2,0.5,0,0,0.22615833333333335,0.141,0.03571428571428571,1,1,1,0.9393,High risk
CUST0383,54,Female,East,Basic,51,79,0.5,37.94,80.62,1.2,0.26,4.6,2,0.5,0,1,0.17703333333333338,0.15933333333333333,0.03571428571428571,0,0,0,0.914,High risk
CUST0384,41,Male,North,Standard,1,4,4.8,58.82,23.53,9.4,0.44,2.4,2,2.2,0,0,0.5196833333333334,0.32066666666666666,0.15714285714285717,1,1,2,0.0265,Low risk
CUST0385,46,Female,East,Premium,32,96,0.5,84.44,112.59,11.8,0.49,5.9,1,4.9,1,1,0.15911666666666663,0.42233333333333334,2.35,0,0,1,0.7664,High risk
CUST0386,66,Male,West,Standard,25,23,20.0,79.16,3298.33,3.9,0.57,4.1,0,1.2,0,0,0.7393,0.29066666666666663,0.08571428571428572,1,3,2,0.0243,Low risk
CUST0387,63,Male,East,Premium,29,119,0.8,74.62,144.27,5.0,0.35,4.2,2,0.5,1,1,0.07951666666666665,0.24433333333333335,2.0357142857142856,1,0,1,0.9803,High risk
CUST0388,48,Female,West,Basic,7,70,3.6,78.78,165.44,1.5,0.08,7.6,1,4.2,0,1,0.29531666666666667,0.15033333333333332,0.3,0,3,0,0.9784,High risk
CUST0389,52,Male,South,Standard,49,88,2.1,63.88,547.77,8.1,0.34,1.0,4,0.5,0,1,0.19665000000000002,0.2503333333333333,0.03571428571428571,1,2,2,0.9307,High risk
CUST0390,50,Male,South,Basic,3,84,0.5,26.89,3.36,5.0,0.15,1.0,1,4.0,0,1,0.15115833333333337,0.14166666666666666,0.2857142857142857,1,2,0,0.9924,High risk
CUST0391,69,Female,South,Standard,20,101,0.5,63.09,52.58,3.5,0.35,1.2,1,1.0,0,1,0.12465833333333334,0.17933333333333334,0.07142857142857142,0,2,2,0.973,High risk
CUST0392,38,Male,East,Premium,20,84,3.9,89.06,578.89,0.3,0.03,4.7,1,0.9,1,1,0.2624666666666667,0.07666666666666667,2.0642857142857145,1,0,1,0.9824,High risk
CUST0393,49,Male,South,Basic,53,76,6.6,70.89,2066.44,12.4,0.12,3.3,2,1.6,0,0,0.32124166666666665,0.2866666666666667,0.1142857142857143,1,2,0,0.1937,Low risk
CUST0394,40,Female,North,Standard,30,33,7.4,86.74,1604.69,4.8,0.29,3.4,0,6.3,0,0,0.4917833333333333,0.21233333333333332,0.45,0,1,2,0.0963,Low risk
CUST0395,50,Female,West,Basic,35,28,2.6,57.4,435.28,1.1,0.2,2.1,2,4.6,0,0,0.39999999999999997,0.10633333333333334,0.32857142857142857,0,3,0,0.341,Low risk
CUST0396,20,Male,West,Standard,35,8,6.0,104.83,1834.52,4.7,0.34,7.3,1,1.3,0,0,0.5656916666666667,0.2776666666666667,0.09285714285714286,1,3,2,0.0442,Low risk
CUST0397,35,Male,North,Standard,49,1,4.5,10.0,183.75,5.7,0.46,8.0,0,2.4,0,0,0.48375000000000007,0.3396666666666667,0.17142857142857143,1,1,2,0.0191,Low risk
CUST0398,42,Female,East,Premium,39,37,5.2,79.24,1339.16,3.7,0.45,5.8,2,1.7,1,0,0.43370000000000003,0.274,2.1214285714285714,0,0,1,0.0475,Low risk
CUST0399,59,Female,East,Standard,27,63,2.7,115.47,701.48,6.3,0.44,1.0,2,2.4,1,1,0.333475,0.2503333333333333,2.1714285714285713,0,0,2,0.9221,High risk
CUST0400,48,Male,West,Basic,26,22,4.0,119.93,1039.39,4.4,0.06,3.0,0,3.5,2,1,0.4966083333333333,0.13133333333333336,4.25,1,3,0,0.8595,High risk
CUST0401,20,Female,South,Basic,14,70,6.5,68.05,516.05,14.8,0.22,5.7,0,0.5,1,1,0.337125,0.38866666666666666,2.0357142857142856,0,2,0,0.832,High risk
CUST0402,57,Male,East,Basic,17,21,2.0,35.21,99.76,0.3,0.23,3.9,1,0.8,0,1,0.39434166666666665,0.126,0.05714285714285715,1,0,0,0.1803,Low risk
CUST0403,63,Male,East,Basic,18,96,6.6,115.99,1148.3,0.6,0.37,5.8,1,6.4,1,1,0.2921583333333333,0.19833333333333333,2.4571428571428573,1,0,0,0.9662,High risk
CUST0404,41,Male,North,Basic,45,35,3.6,73.44,991.44,1.0,0.38,6.5,2,6.0,1,0,0.4075333333333333,0.21733333333333332,2.4285714285714284,1,1,0,0.5489,Medium risk
CUST0405,67,Male,North,Premium,52,79,0.7,70.23,213.03,5.9,0.26,7.8,3,0.5,0,0,0.2074416666666667,0.2803333333333333,0.03571428571428571,1,1,1,0.2054,Low risk
CUST0406,49,Male,South,Standard,29,5,0.5,48.21,58.25,5.2,0.09,2.7,2,0.5,0,0,0.43225833333333336,0.14966666666666667,0.03571428571428571,1,2,2,0.07,Low risk
CUST0407,64,Female,East,Standard,20,60,1.8,37.5,112.5,11.1,0.17,4.2,1,10.2,2,1,0.26275000000000004,0.292,4.728571428571429,0,0,2,0.986,High risk
CUST0408,39,Female,East,Basic,53,46,3.2,91.92,1299.14,6.6,0.49,3.1,2,1.4,0,0,0.3792666666666667,0.29833333333333334,0.09999999999999999,0,0,0,0.0519,Low risk
CUST0409,40,Female,North,Premium,27,50,7.3,95.1,1562.02,3.5,0.26,1.0,0,1.7,0,1,0.4403333333333333,0.14966666666666667,0.12142857142857143,0,1,1,0.6985,Medium risk
CUST0410,19,Female,East,Standard,18,48,0.5,81.05,60.79,24.0,0.4,5.4,1,0.5,1,0,0.31629166666666664,0.5920000000000001,2.0357142857142856,0,0,2,0.075,Low risk
CUST0411,44,Male,West,Basic,4,6,6.4,52.08,111.1,1.5,0.22,5.1,0,4.5,1,1,0.5354,0.15899999999999997,2.3214285714285716,1,3,0,0.818,High risk
CUST0412,59,Male,North,Standard,1,89,8.0,43.05,28.7,9.0,0.38,2.9,3,0.5,0,1,0.27920833333333334,0.3026666666666667,0.03571428571428571,1,1,2,0.9211,High risk
CUST0413,19,Male,South,Standard,50,56,0.7,32.03,93.42,2.8,0.67,1.0,0,0.5,0,0,0.252275,0.261,0.03571428571428571,1,2,2,0.1596,Low risk
CUST0414,43,Male,North,Basic,1,110,7.6,58.18,36.85,5.2,0.63,3.2,1,0.5,2,0,0.21481666666666666,0.31833333333333336,4.035714285714286,1,1,0,0.2567,Low risk
CUST0415,34,Female,East,Standard,58,59,19.0,44.82,4115.97,6.5,0.08,5.5,2,5.0,1,0,0.5731833333333333,0.20566666666666666,2.357142857142857,0,0,2,0.0248,Low risk
CUST0416,57,Male,South,Standard,26,104,5.2,23.72,267.25,5.0,0.28,6.7,1,2.4,1,1,0.16409999999999997,0.25666666666666665,2.1714285714285713,1,2,2,0.9919,High risk
CUST0417,50,Male,North,Basic,45,29,6.1,94.54,2162.6,0.8,0.36,2.6,2,2.9,1,1,0.48886666666666667,0.156,2.2071428571428573,1,1,0,0.7947,High risk
CUST0418,26,Female,West,Premium,20,71,20.0,35.43,1181.0,2.9,0.16,6.2,0,0.9,1,0,0.5428583333333333,0.179,2.0642857142857145,0,3,1,0.0218,Low risk
CUST0419,60,Female,West,Premium,52,104,3.7,104.52,1675.8,4.1,0.05,5.2,0,4.8,1,1,0.20518333333333333,0.15266666666666667,2.342857142857143,0,3,1,0.9627,High risk
CUST0420,65,Female,North,Standard,23,77,1.5,86.82,249.61,9.5,0.13,4.8,1,3.1,0,1,0.2419333333333333,0.2613333333333333,0.22142857142857145,0,1,2,0.9588,High risk
CUST0421,56,Female,West,Standard,10,102,7.3,83.83,509.97,2.9,0.32,1.4,1,2.8,1,1,0.25760833333333333,0.163,2.2,0,3,2,0.9868,High risk
CUST0422,46,Male,West,Standard,59,18,3.8,124.96,2334.67,12.6,0.46,1.5,1,7.1,2,0,0.5106333333333334,0.368,4.507142857142857,1,3,2,0.115,Low risk
CUST0423,59,Male,West,Standard,11,2,3.5,36.43,116.88,2.9,0.48,2.3,0,0.9,1,0,0.4849416666666666,0.223,2.0642857142857145,1,3,2,0.0615,Low risk
CUST0424,43,Female,South,Standard,41,8,1.2,101.21,414.96,4.0,0.43,3.3,0,1.9,2,0,0.478675,0.23966666666666667,4.135714285714286,0,2,2,0.1023,Low risk
CUST0425,52,Male,West,Basic,41,75,5.6,66.07,1264.14,8.0,0.52,7.6,2,4.8,0,0,0.3030583333333333,0.39066666666666666,0.34285714285714286,1,3,0,0.2193,Low risk
CUST0426,67,Male,West,Standard,5,97,0.5,152.13,31.69,4.4,0.13,2.7,3,3.1,0,1,0.21219166666666667,0.14833333333333334,0.22142857142857145,1,3,2,0.994,High risk
CUST0427,42,Male,West,Premium,58,54,10.3,63.58,3165.22,16.1,0.25,5.5,3,1.7,2,0,0.4532333333333333,0.41666666666666674,4.121428571428571,1,3,1,0.0485,Low risk
CUST0428,41,Female,South,Standard,1,38,1.6,58.73,7.83,5.4,0.06,3.1,1,0.5,1,1,0.350275,0.14933333333333335,2.0357142857142856,0,2,2,0.9484,High risk
CUST0429,30,Male,North,Basic,17,48,0.5,87.77,62.17,3.7,0.38,4.9,0,2.1,0,0,0.3218916666666667,0.241,0.15,1,1,0,0.1159,Low risk
CUST0430,24,Female,East,Premium,22,27,2.3,68.73,289.81,0.1,0.07,3.9,4,1.5,0,0,0.4075250000000001,0.07466666666666667,0.10714285714285714,0,0,1,0.2034,Low risk
CUST0431,53,Male,West,Basic,34,20,0.5,52.25,74.02,2.7,0.44,4.4,0,0.5,0,0,0.385625,0.2356666666666667,0.03571428571428571,1,3,0,0.0182,Low risk
CUST0432,62,Male,North,Basic,56,12,4.6,45.89,985.11,1.8,0.29,4.7,1,4.3,0,0,0.4787416666666667,0.17966666666666667,0.3071428571428571,1,1,0,0.0438,Low risk
CUST0433,37,Male,West,Basic,45,43,9.3,118.75,4141.41,6.9,0.43,3.5,1,0.8,0,1,0.518375,0.2906666666666667,0.05714285714285715,1,3,0,0.5515,Medium risk
